,city,lat,lng,country,population
4392,Vinh Long,10.255,105.9753,Vietnam,103314.0
4393,Ballarat,-37.55,143.85,Australia,105471.0
4394,Davie,26.0789,-80.287,United States,106306.0
4395,Achinsk,56.2817,90.5039,Russia,105264.0
4396,Daly City,37.6862,-122.4685,United States,106280.0
4397,Toride,35.9114,140.0503,Japan,104667.0
4398,Subotica,46.0983,19.67,Serbia,105681.0
4399,Nusaybin,37.0833,41.2167,Turkey,105856.0
4400,Trincomalee,8.5667,81.2333,Sri Lanka,99135.0
4401,Akhmim,26.5642,31.7461,Egypt,101509.0
4402,Azare,11.6804,10.19,Nigeria,105687.0
4403,Brovary,50.5114,30.7903,Ukraine,102856.0
4404,Yelets,52.6167,38.4667,Russia,104349.0
4405,Pushkino,56.0167,37.85,Russia,105479.0
4406,Liberec,50.77,15.0584,Czechia,104802.0
4407,Mazyr,52.05,29.2333,Belarus,105700.0
4408,Tikrit,34.6,43.6833,Iraq,105700.0
4409,Robat Karim,35.4847,51.0828,Iran,105393.0
4410,Koutiala,12.3904,-5.47,Mali,104927.0
4411,Passos,-20.71,-46.61,Brazil,98752.0
4412,Lerma,19.2847,-99.5119,Mexico,105578.0
4413,Ciudad Rio Bravo,25.9861,-98.0889,Mexico,101481.0
4414,Allen,33.1088,-96.6735,United States,105623.0
4415,Tarim,16.05,49.0,Yemen,105552.0
4416,Kroonstad,-27.6456,27.2317,South Africa,103992.0
4417,Kandhkot,28.4,69.3,Pakistan,105011.0
4418,Granada,11.93,-85.9561,Nicaragua,105171.0
4419,Novara,45.45,8.6167,Italy,104284.0
4420,Kongolo,-5.3795,26.98,Congo (Kinshasa),105202.0
4421,Moers,51.4592,6.6197,Germany,103725.0
4422,Kalisz,51.757,18.083,Poland,103738.0
4423,Saijo,33.9196,133.1812,Japan,105020.0
4424,Yozgat,39.8208,34.8083,Turkey,105167.0
4425,Highlands Ranch,39.5419,-104.9708,United States,105147.0
4426,Al Faw,29.98,48.47,Iraq,105080.0
4427,West Covina,34.0555,-117.9112,United States,105101.0
4428,Salzgitter,52.1503,10.3593,Germany,104948.0
4429,Berdsk,54.75,83.1,Russia,103578.0
4430,Sparks,39.5729,-119.7157,United States,105006.0
4431,Waterloo,43.4667,-80.5167,Canada,104986.0
4432,Galle,6.0395,80.2194,Sri Lanka,99478.0
4433,Tadepallegudem,16.8333,81.5,India,104032.0
4434,Zomba,-15.3833,35.3333,Malawi,101140.0
4435,Dobrich,43.5667,27.8333,Bulgaria,104530.0
4436,Sergiyev Posad,56.3,38.1333,Russia,104579.0
4437,Konotop,51.2369,33.2027,Ukraine,103547.0
4438,Courbevoic,48.8978,2.2531,France,81719.0
4439,Zihuatanejo,17.6444,-101.5511,Mexico,104609.0
4440,Bouskoura,33.4489,-7.6486,Morocco,103026.0
4441,Lysychansk,48.9169,38.4306,Ukraine,103459.0
4442,Khak-e `Ali,36.1283,50.1764,Iran,104417.0
4443,Maumere,-8.6189,122.2123,Indonesia,104285.0
4444,Samal,7.05,125.7333,Philippines,104123.0
4445,Girona,41.9833,2.8167,Spain,101852.0
4446,San Mateo,37.5521,-122.3122,United States,104430.0
4447,Villa Luzuriaga,-34.6667,-58.5833,Argentina,94403.0
4448,Eastbourne,50.77,0.28,United Kingdom,103745.0
4449,Worcester,52.192,-2.22,United Kingdom,101328.0
4450,Caseros,-34.6167,-58.5333,Argentina,95785.0
4451,Fyfield,51.739,0.2722,United Kingdom,104234.0
4452,Tula de Allende,20.05,-99.35,Mexico,103919.0
4453,Catbalogan,11.7833,124.8833,Philippines,103879.0
4454,Chongshan,18.7787,109.5117,China,104119.0
4455,Abengourou,6.7297,-3.4964,Côte D’Ivoire,104020.0
4456,Lower Hutt,-41.2167,174.9167,New Zealand,103400.0
4457,Kalyani,22.975,88.4344,India,100575.0
4458,Kilinochchi,9.4004,80.3999,Sri Lanka,103717.0
4459,Sakado,35.9572,139.4031,Japan,101531.0
4460,Isehara,35.4028,139.315,Japan,102137.0
4461,Piacenza,45.05,9.7,Italy,103082.0
4462,Ed Damer,17.59,33.96,Sudan,103941.0
4463,Norwalk,33.9069,-118.0829,United States,103949.0
4464,Santa Rosa,-36.6203,-64.2906,Argentina,103860.0
4465,Dolisie,-4.1961,12.6731,Congo (Brazzaville),103894.0
4466,Negapatam,10.7667,79.8333,India,102905.0
4467,Wigan,53.5448,-2.6318,United Kingdom,103608.0
4468,Tourcoing,50.7239,3.1612,France,97368.0
4469,Osijek,45.5603,18.6703,Croatia,103162.0
4470,Ariana,36.8667,10.2,Tunisia,97687.0
4471,Siegen,50.8756,8.0167,Germany,102836.0
4472,Gardez,33.5931,69.2297,Afghanistan,103601.0
4473,Biak,-1.1615,136.0485,Indonesia,103610.0
4474,Columbia,39.2004,-76.859,United States,103663.0
4475,Elista,46.3167,44.2667,Russia,103132.0
4476,Libertad,-34.6833,-58.6833,Argentina,100324.0
4477,Rialto,34.1174,-117.3894,United States,103526.0
4478,Thika,-1.0396,37.09,Kenya,99322.0
4479,Manteca,37.7927,-121.2264,United States,103420.0
4480,Araxa,-19.5928,-46.9408,Brazil,103287.0
4481,Bumba,2.19,22.46,Congo (Kinshasa),103328.0
4482,Bayugan,8.7143,125.7481,Philippines,103202.0
4483,Burzaco,-34.8167,-58.3667,Argentina,98859.0
4484,Talara,-4.5833,-81.2667,Peru,103200.0
4485,Novokuybyshevsk,53.1,49.9167,Russia,102075.0
4486,Bergama,39.1228,27.1783,Turkey,103185.0
4487,Miryang,35.4933,128.7489,"Korea, South",103069.0
4488,Nyeri,-0.4167,36.95,Kenya,98908.0
4489,Satu Mare,47.79,22.89,Romania,102411.0
4490,Houzhuang,35.62,111.21,China,102400.0
4491,Hildesheim,52.15,9.95,Germany,101990.0
4492,Ginowan,26.2817,127.7783,Japan,98093.0
4493,Sangju,36.4153,128.1606,"Korea, South",102892.0
4494,Kirklareli,41.7347,27.2253,Turkey,102909.0
4495,Hove,50.8352,-0.1758,United Kingdom,91900.0
4496,Legnica,51.2101,16.1619,Poland,101133.0
4497,Nanterre,48.8988,2.1969,France,95105.0
4498,Bhadreswar,22.82,88.35,India,101477.0
4499,Noginsk,55.85,38.4333,Russia,102592.0
4500,Nikaia,37.9667,23.6333,Greece,89380.0
4501,Lida,53.8872,25.3028,Belarus,102700.0
4502,Saint Helens,53.4541,-2.7461,United Kingdom,102629.0
4503,Talisay,10.7333,122.9667,Philippines,102214.0
4504,El Cajon,32.8017,-116.9605,United States,102708.0
4505,Bethal,-26.45,29.45,South Africa,101919.0
4506,Mumias,0.3333,34.4833,Kenya,99987.0
4507,Burbank,34.1879,-118.3235,United States,102511.0
4508,Longmont,40.1686,-105.1005,United States,102474.0
4509,Yunfu,28.6331,104.4181,China,102143.0
4510,Mayari,20.6592,-75.6781,Cuba,102354.0
4511,Mositai,45.5266,119.6506,China,102214.0
4512,Dhangadhi,28.6833,80.6,Nepal,101970.0
4513,Kashmar,35.2383,58.4656,Iran,102282.0
4514,San Felipe del Progreso,19.7125,-99.9511,Mexico,100201.0
4515,Klagenfurt,46.6167,14.3,Austria,101403.0
4516,Delta,49.0847,-123.0586,Canada,102238.0
4517,Chilakalurupet,16.0892,80.1672,India,101398.0
4518,Coatepec,19.4553,-96.9586,Mexico,92127.0
4519,Sabratah,32.7922,12.4842,Libya,102038.0
4520,Trindade,-16.65,-49.5,Brazil,97521.0
4521,Boryeong,36.3333,126.6167,"Korea, South",101852.0
4522,Shushtar,32.0436,48.8569,Iran,101878.0
4523,Santo Antonio de Jesus,-12.9692,-39.2611,Brazil,101548.0
4524,Teluk Intan,4.0333,101.0167,Malaysia,101659.0
4525,Hemel Hempstead,51.7526,-0.4692,United Kingdom,97500.0
4526,Assis,-22.6619,-50.4119,Brazil,101597.0
4527,Berisso,-34.8667,-57.8667,Argentina,101123.0
4528,Renton,47.4784,-122.1919,United States,101751.0
4529,Inzai,35.8322,140.1458,Japan,100907.0
4530,Duitama,5.8305,-73.02,Colombia,101156.0
4531,Chatham,42.4229,-82.1324,Canada,101647.0
4532,`Ibri,23.2254,56.517,Oman,101640.0
4533,Vista,33.1896,-117.2386,United States,101638.0
4534,Olomouc,49.5939,17.2508,Czechia,100663.0
4535,Zheleznogorsk,52.3333,35.3667,Russia,100740.0
4536,Logan,41.74,-111.8419,United States,101616.0
4537,Patos,-7.0196,-37.29,Brazil,92575.0
4538,Sungai Penuh,-2.0636,101.3961,Indonesia,101325.0
4539,Vitry-sur-Seine,48.7875,2.3928,France,93557.0
4540,Tizayuca,19.8333,-98.9833,Mexico,100563.0
4541,Socopo,8.2322,-70.8206,Venezuela,101512.0
4542,Prescott Valley,34.5983,-112.3176,United States,101539.0
4543,Ancona,43.6167,13.5167,Italy,100721.0
4544,Trinidad,-14.8333,-64.9,Bolivia,101454.0
4545,Salihorsk,52.7842,27.5425,Belarus,101400.0
4546,Vacaville,38.359,-121.968,United States,101444.0
4547,San Luis de la Paz,21.3,-100.5167,Mexico,101370.0
4548,Wakefield,53.68,-1.49,United Kingdom,99251.0
4549,Chikusei,36.3072,139.9831,Japan,100816.0
4550,Oued Zem,32.86,-6.56,Morocco,95267.0
4551,Kani,35.4258,137.0611,Japan,100031.0
4552,Edinburg,26.3197,-98.1596,United States,101170.0
4553,Konan,35.3333,136.8667,Japan,97893.0
4554,Mishan,45.5504,131.88,China,87257.0
4555,Gutersloh,51.9,8.3833,Germany,100194.0
4556,Sakata,38.9144,139.8364,Japan,100916.0
4557,Carmel,39.965,-86.146,United States,101068.0
4558,Spokane Valley,47.6626,-117.2346,United States,101060.0
4559,Oum el Bouaghi,35.8706,7.115,Algeria,100821.0
4560,Watford,51.655,-0.3957,United Kingdom,96800.0
4561,Jilotepec,19.9519,-99.5328,Mexico,100808.0
4562,Navapolatsk,55.5333,28.6667,Belarus,98800.0
4563,Cottbus,51.7606,14.3342,Germany,100219.0
4564,Edison,40.536,-74.3697,United States,100809.0
4565,Kpalime,6.91,0.6281,Togo,100479.0
4566,San Angelo,31.4424,-100.4506,United States,100773.0
4567,Lakewood,40.0763,-74.2031,United States,100763.0
4568,Kaiserslautern,49.4447,7.7689,Germany,100030.0
4569,Gangtok,27.33,88.62,India,100286.0
4570,La Crosse,43.824,-91.2268,United States,100693.0
4571,Ahar,38.475,47.0603,Iran,100641.0
4572,Diourbel,14.655,-16.2314,Senegal,100445.0
4573,Andria,41.2317,16.3083,Italy,100365.0
4574,Tsuyama,35.1406,134.0319,Japan,100387.0
4575,Arden-Arcade,38.6034,-121.381,United States,100548.0
4576,Masjed Soleyman,31.9333,49.3,Iran,100497.0
4577,Mairipora,-23.3189,-46.5869,Brazil,100179.0
4578,Torbat-e Jam,35.2439,60.6225,Iran,100449.0
4579,Magangue,9.23,-74.74,Colombia,100313.0
4580,Kam'yanets'-Podil's'kyy,48.6806,26.5806,Ukraine,100462.0
4581,Idaho Falls,43.4872,-112.0362,United States,100442.0
4582,Holland,42.7677,-86.0985,United States,100432.0
4583,Red Deer,52.2681,-113.8111,Canada,100418.0
4584,Charlottesville,38.0375,-78.4855,United States,100416.0
4585,Drohobych,49.35,23.5,Ukraine,98015.0
4586,Shahrisabz,39.05,66.8333,Uzbekistan,100300.0
4587,Lincoln,53.2344,-0.5386,United Kingdom,97541.0
4588,Longview,32.5193,-94.7621,United States,100330.0
4589,Woodbridge,40.5611,-74.2943,United States,100187.0
4590,Tracy,37.7269,-121.4522,United States,100049.0
4591,Kamloops,50.6761,-120.3408,Canada,100046.0
4592,Bento Goncalves,-29.1695,-51.52,Brazil,94271.0
4593,Ramnicu Valcea,45.1047,24.3756,Romania,98776.0
4594,Erechim,-27.63,-52.27,Brazil,96087.0
4595,Kettering,52.3931,-0.7229,United Kingdom,93475.0
4596,Viseu,40.6667,-7.9167,Portugal,99274.0
4597,Kohima,25.6667,94.1194,India,99039.0
4598,Mingacevir,40.77,47.0489,Azerbaijan,98800.0
4599,Janakpur,26.7122,85.9217,Nepal,97776.0
4600,Chipata,-13.6386,32.6453,Zambia,98416.0
4601,Tultepec,19.685,-99.1281,Mexico,91808.0
4602,Ciudad General Belgrano,-34.7261,-58.5289,Argentina,92957.0
4603,Khanty-Mansiysk,61.0,69.0,Russia,98692.0
4604,Creteil,48.7911,2.4628,France,90605.0
4605,Bismarck,46.8144,-100.7694,United States,98345.0
4606,Herzliyya,32.1556,34.8422,Israel,93989.0
4607,Yen Bai,21.7,104.8667,Vietnam,96540.0
4608,Shumen,43.27,26.9244,Bulgaria,97719.0
4609,Orem,40.2983,-111.6992,United States,97828.0
4610,Yashio,35.8228,139.8392,Japan,92672.0
4611,Half Way Tree,18.0106,-76.7975,Jamaica,96494.0
4612,Vi Thanh,9.7833,105.4708,Vietnam,97200.0
4613,Tumbes,-3.5667,-80.45,Peru,96946.0
4614,Malindi,-3.21,40.1,Kenya,94016.0
4615,Szekesfehervar,47.2,18.4167,Hungary,96940.0
4616,Xirdalan,40.4486,49.7564,Azerbaijan,95200.0
4617,Tenancingo,18.9608,-99.5906,Mexico,90946.0
4618,Ponta Pora,-22.5361,-55.7256,Brazil,94331.0
4619,Wangqing,43.3248,129.7343,China,88732.0
4620,Sibolga,1.7425,98.7792,Indonesia,94971.0
4621,Aubervilliers,48.9131,2.3831,France,86375.0
4622,Balanga,14.6833,120.5333,Philippines,96061.0
4623,Bunia,1.5604,30.24,Congo (Kinshasa),96764.0
4624,Arauca,7.0903,-70.7617,Colombia,96814.0
4625,Totonicapan,14.9108,-91.3606,Guatemala,96392.0
4626,Sidi Slimane,34.26,-5.93,Morocco,92989.0
4627,Peje,42.65,20.3,Kosovo,96450.0
4628,Yishui,35.7904,118.62,China,94115.0
4629,Fulham,51.4828,-0.195,United Kingdom,87161.0
4630,Muriae,-21.13,-42.39,Brazil,91173.0
4631,Schwerin,53.6333,11.4167,Germany,95818.0
4632,San Francisco Solano,-34.7667,-58.3167,Argentina,91322.0
4633,Tartu,58.38,26.7225,Estonia,93865.0
4634,Zifta,30.7119,31.2394,Egypt,93740.0
4635,Ceske Budejovice,48.9747,14.4747,Czechia,94463.0
4636,Colombes,48.9236,2.2522,France,85177.0
4637,Cankiri,40.6,33.6167,Turkey,96025.0
4638,East Ham,51.5323,0.0554,United Kingdom,76186.0
4639,Masbate,12.3667,123.6167,Philippines,95389.0
4640,Kakamega,0.2833,34.75,Kenya,91778.0
4641,Rio Gallegos,-51.6333,-69.2333,Argentina,95796.0
4642,Ludwigsburg,48.8975,9.1919,Germany,93499.0
4643,Compton,33.893,-118.2275,United States,95605.0
4644,Errachidia,31.9319,-4.4244,Morocco,92374.0
4645,Esslingen,48.7406,9.3108,Germany,93542.0
4646,Al Bahah,20.0129,41.4677,Saudi Arabia,95089.0
4647,Yotsukaido,35.67,140.1683,Japan,92668.0
4648,Sunrise,26.1547,-80.2997,United States,95166.0
4649,Noumea,-22.2625,166.4443,New Caledonia,93060.0
4650,Barnsley,53.5537,-1.4791,United Kingdom,91297.0
4651,Hartlepool,54.69,-1.21,United Kingdom,92000.0
4652,Obu,35.0167,136.9667,Japan,92101.0
4653,Gjakove,42.3833,20.4333,Kosovo,94556.0
4654,Mtwara,-10.2736,40.1828,Tanzania,92602.0
4655,Ealing,51.5175,-0.2988,United Kingdom,85014.0
4656,Birkenhead,53.393,-3.014,United Kingdom,88818.0
4657,Guercif,34.23,-3.36,Morocco,90880.0
4658,Quincy,42.2516,-71.0183,United States,94470.0
4659,Lynn,42.4779,-70.9663,United States,94299.0
4660,Monte Chingolo,-34.7333,-58.35,Argentina,85060.0
4661,Drobeta-Turnu Severin,44.6361,22.6556,Romania,92617.0
4662,Nisshin,35.1333,137.0333,Japan,91514.0
4663,Haskovo,41.9311,25.5575,Bulgaria,93821.0
4664,Suceava,47.6514,26.2556,Romania,92121.0
4665,Hradec Kralove,50.2092,15.8319,Czechia,92939.0
4666,Al Fujayrah,25.1308,56.3347,United Arab Emirates,93673.0
4667,Usti nad Labem,50.6592,14.0417,Czechia,92716.0
4668,Ciudad Lazaro Cardenas,17.9561,-102.1922,Mexico,79200.0
4669,Sirnak,37.5164,42.4611,Turkey,93431.0
4670,South Gate,33.9448,-118.1926,United States,93444.0
4671,Miaoli,24.57,120.82,Taiwan,90963.0
4672,Makeni,8.8817,-12.0442,Sierra Leone,87679.0
4673,Nuneaton,52.523,-1.468,United Kingdom,86552.0
4674,Itanhaem,-24.1831,-46.7889,Brazil,90385.0
4675,Brixton,51.463,-0.106,United Kingdom,78536.0
4676,Kirkland,47.6974,-122.2054,United States,93010.0
4677,Levallois-Perret,48.895,2.2872,France,64379.0
4678,Brusque,-27.13,-48.93,Brazil,88284.0
4679,Santiago de Compostela,42.8805,-8.5457,Spain,92430.0
4680,Magadan,59.5667,150.8,Russia,92782.0
4681,Pardubice,50.0386,15.7792,Czechia,91727.0
4682,Bender,46.8333,29.4833,Moldova,91882.0
4683,Panevezys,55.725,24.3639,Lithuania,91054.0
4684,Jaffna,9.6647,80.0167,Sri Lanka,88138.0
4685,Bromley,51.407,0.021,United Kingdom,87889.0
4686,Abaetetuba,-1.7245,-48.8849,Brazil,79420.0
4687,Queluz,38.7566,-9.2545,Portugal,78273.0
4688,Bath,51.38,-2.36,United Kingdom,88859.0
4689,Santana,-0.0583,-51.1817,Brazil,83927.0
4690,`Amran,15.65,43.9333,Yemen,90792.0
4691,Edmonton,51.6154,-0.0708,United Kingdom,82472.0
4692,Lqoliaa,30.2942,-9.4544,Morocco,83235.0
4693,Hayes,51.5127,-0.4211,United Kingdom,83564.0
4694,Lobnya,56.0167,37.4833,Russia,88220.0
4695,Francistown,-21.1736,27.5125,Botswana,89979.0
4696,Catanzaro,38.91,16.5875,Italy,90240.0
4697,Aulnay-sous-Bois,48.9386,2.4906,France,85740.0
4698,Jonkoping,57.7713,14.165,Sweden,89780.0
4699,Germantown,39.1755,-77.2643,United States,90844.0
4700,Babahoyo,-1.8167,-79.5167,Ecuador,90191.0
4701,Takasagocho-takasemachi,34.7658,134.7906,Japan,88223.0
4702,Glyfada,37.88,23.7533,Greece,87305.0
4703,Cadereyta Jimenez,25.6,-100.0,Mexico,86445.0
4704,Westminster,33.7523,-117.9938,United States,90643.0
4705,Remedios de Escalada,-34.7167,-58.4,Argentina,81465.0
4706,Vanadzor,40.8128,44.4883,Armenia,90525.0
4707,Kitanagoya,35.25,136.8667,Japan,85899.0
4708,Higashiyamato,35.7456,139.4267,Japan,84223.0
4709,Tartus,34.8833,35.8833,Syria,89457.0
4710,Valjevo,44.2667,19.8833,Serbia,90312.0
4711,Santa Monica,34.0232,-118.4813,United States,90401.0
4712,Poitiers,46.58,0.34,France,88291.0
4713,Acayucan,17.9422,-94.9103,Mexico,83817.0
4714,Gjilan,42.47,21.47,Kosovo,90178.0
4715,Jalal-Abad,40.9375,72.9861,Kyrgyzstan,89004.0
4716,Umea,63.8285,20.2706,Sweden,89607.0
4717,Presov,49.0,21.2333,Slovakia,88680.0
4718,Balkanabat,39.5119,54.365,Turkmenistan,89785.0
4719,Mechelen,51.0281,4.4803,Belgium,86921.0
4720,Mukacheve,48.4414,22.7136,Ukraine,86257.0
4721,As Salt,32.0333,35.7333,Jordan,88900.0
4722,Ciudad de Ceuta,35.8867,-5.3,Spain,84777.0
4723,Versailles,48.8053,2.135,France,85862.0
4724,Caceres,-16.05,-57.51,Brazil,85274.0
4725,Volos,39.3611,22.9425,Greece,86046.0
4726,Carrieres-sur-Seine,48.9108,2.2889,France,85191.0
4727,Paulo Afonso,-9.3307,-38.2657,Brazil,85350.0
4728,Viana do Castelo,41.7,-8.8333,Portugal,88725.0
4729,Woolwich,51.488,0.063,United Kingdom,84959.0
4730,Miami Beach,25.8171,-80.1396,United States,88885.0
4731,San Leandro,37.7071,-122.1601,United States,88815.0
4732,Bracknell,51.416,-0.749,United Kingdom,84469.0
4733,Podujeve,42.9167,21.2,Kosovo,88499.0
4734,Apizaco,19.4167,-98.1333,Mexico,81565.0
4735,Coronel Oviedo,-25.45,-56.44,Paraguay,88101.0
4736,Codo,-4.4796,-43.88,Brazil,83288.0
4737,Fuentes del Valle,19.6325,-99.1386,Mexico,74087.0
4738,Ebolowa,2.9,11.15,Cameroon,87875.0
4739,San Juan de los Morros,9.901,-67.354,Venezuela,87739.0
4740,Citrus Heights,38.6948,-121.288,United States,87796.0
4741,State College,40.7909,-77.8568,United States,87723.0
4742,Koudougou,12.25,-2.3667,Burkina Faso,87347.0
4743,Darayya,33.4589,36.2372,Syria,84044.0
4744,Lokossa,6.615,1.715,Benin,86971.0
4745,Salina Cruz,16.1671,-95.2,Mexico,81063.0
4746,Concepcion,-23.4025,-57.4414,Paraguay,87215.0
4747,Jalpa de Mendez,18.1764,-93.0631,Mexico,83356.0
4748,Mardin,37.3167,40.7378,Turkey,86948.0
4749,Nakhon Sawan,15.7133,100.1353,Thailand,86439.0
4750,Como,45.8103,9.0861,Italy,84378.0
4751,Nacajuca,18.1692,-93.0197,Mexico,83356.0
4752,Cardenas,17.983,-93.367,Mexico,79875.0
4753,Loznica,44.5333,19.2258,Serbia,86413.0
4754,Edgware,51.6185,-0.2729,United Kingdom,76506.0
4755,Tucupita,9.0575,-62.0452,Venezuela,86487.0
4756,Nabatiye,33.3833,35.45,Lebanon,80000.0
4757,Kanasin,20.9344,-89.5578,Mexico,77240.0
4758,Ezpeleta,-34.7517,-58.2344,Argentina,79557.0
4759,Derry,55.0004,-7.3333,United Kingdom,83652.0
4760,Piatra Neamt,46.9275,26.3708,Romania,85055.0
4761,Ath Thawrah,35.8344,38.5464,Syria,84000.0
4762,Hawthorne,33.9146,-118.3476,United States,86068.0
4763,Lavras,-21.2453,-44.9997,Brazil,81472.0
4764,Avare,-23.0986,-48.9258,Brazil,81285.0
4765,Busto Arsizio,45.612,8.8518,Italy,83314.0
4766,Maasin,10.1333,124.85,Philippines,85560.0
4767,Kouvola,60.8681,26.7042,Finland,85855.0
4768,Kuznetsk,53.1167,46.6,Russia,82276.0
4769,Owariasahi,35.2167,137.0333,Japan,81914.0
4770,Daugavpils,55.8714,26.5161,Latvia,84592.0
4771,Ciudad Lerdo,25.55,-103.5167,Mexico,79669.0
4772,Issy-les-Moulineaux,48.8239,2.27,France,68451.0
4773,Pori,61.4847,21.7972,Finland,85363.0
4774,Scunthorpe,53.5809,-0.6502,United Kingdom,82334.0
4775,Yambol,42.4844,26.5086,Bulgaria,84232.0
4776,Louga,15.6167,-16.2167,Senegal,85075.0
4777,Manfalut,27.3128,30.9703,Egypt,82585.0
4778,Whittier,33.9678,-118.0188,United States,85098.0
4779,Clifton,40.8631,-74.1575,United States,85052.0
4780,Puerto Maldonado,-12.6,-69.1833,Peru,85024.0
4781,Hetauda,27.4167,85.0333,Nepal,84671.0
4782,Formosa,-15.5395,-47.34,Brazil,81232.0
4783,Chaguanas,10.5144,-61.4075,Trinidad And Tobago,83489.0
4784,Cunduacan,18.0667,-93.1667,Mexico,81392.0
4785,Chimaltenango,14.662,-90.82,Guatemala,82370.0
4786,Pazardzhik,42.1892,24.3317,Bulgaria,84619.0
4787,Uman',48.75,30.2167,Ukraine,82762.0
4788,Nagaoka,34.9267,135.6956,Japan,80514.0
4789,Nazareth,32.7021,35.2978,Israel,83400.0
4790,Ivanteyevka,55.97,37.92,Russia,79346.0
4791,Tucurui,-3.68,-49.72,Brazil,76337.0
4792,Chervonohrad,50.3822,24.2275,Ukraine,82395.0
4793,Cozumel,20.5104,-86.9493,Mexico,77236.0
4794,Cukai,4.2332,103.4479,Malaysia,82425.0
4795,Mbarara,-0.5996,30.65,Uganda,83700.0
4796,Champigny-sur-Marne,48.8172,2.5156,France,77630.0
4797,Lucerne,47.0523,8.3059,Switzerland,81691.0
4798,Mitrovice,42.8833,20.8667,Kosovo,84235.0
4799,Cabo San Lucas,22.8897,-109.9156,Mexico,81111.0
4800,Rivera,-30.9025,-55.5506,Uruguay,78900.0
4801,Kunitachi,35.6839,139.4414,Japan,75156.0
4802,Saint-Ouen,48.9123,2.3342,France,51108.0
4803,Ouidah,6.3604,2.09,Benin,83503.0
4804,Newmarket,44.05,-79.4667,Canada,84224.0
4805,Bitola,41.0319,21.3347,Macedonia,84002.0
4806,Itumbiara,-18.3996,-49.21,Brazil,79582.0
4807,Milpitas,37.4339,-121.8921,United States,84196.0
4808,Pernik,42.6097,23.0308,Bulgaria,83973.0
4809,Clichy,48.9044,2.3064,France,61070.0
4810,Phuket,7.8881,98.3975,Thailand,77610.0
4811,Ho,6.6114,0.4703,Ghana,83715.0
4812,West Bromwich,52.519,-1.995,United Kingdom,77997.0
4813,Alhambra,34.084,-118.1355,United States,83750.0
4814,Zilina,49.2167,18.7333,Slovakia,82704.0
4815,Resita,45.297,21.8865,Romania,83324.0
4816,Shinkai,35.8367,139.5803,Japan,75265.0
4817,Chatham,51.37,0.52,United Kingdom,76792.0
4818,Rueil-Malmaison,48.876,2.181,France,78152.0
4819,Antsiranana,-12.2765,49.3115,Madagascar,82937.0
4820,Dudley,52.508,-2.089,United Kingdom,79379.0
4821,Itauna,-20.0753,-44.5764,Brazil,77400.0
4822,Ban Talat Rangsit,13.987,100.6095,Thailand,79319.0
4823,Lodwar,3.1167,35.6,Kenya,82970.0
4824,Targu Jiu,45.0342,23.2747,Romania,82504.0
4825,Zacatlan,19.9319,-97.96,Mexico,76296.0
4826,Upper Darby,39.949,-75.2892,United States,82846.0
4827,Abomey,7.1853,1.9914,Benin,82154.0
4828,Mountain View,37.4,-122.0796,United States,82739.0
4829,Blagoevgrad,42.0219,23.0975,Bulgaria,82606.0
4830,Kasserine,35.1804,8.83,Tunisia,81987.0
4831,Elbasan,41.1125,20.0822,Albania,78703.0
4832,Al Muharraq,26.25,50.6167,Bahrain,75000.0
4833,White Rock,49.025,-122.8028,Canada,82368.0
4834,Nea Ionia,38.0333,23.75,Greece,67134.0
4835,Kayes,14.45,-11.4167,Mali,77207.0
4836,Sao Mateus,-18.7201,-39.8589,Brazil,77117.0
4837,South Shields,54.995,-1.43,United Kingdom,75337.0
4838,Paisley,55.8466,-4.4236,United Kingdom,77310.0
4839,Weston-super-Mare,51.346,-2.977,United Kingdom,76143.0
4840,Goiana,-7.5606,-35.0025,Brazil,71549.0
4841,Bilecik,40.1431,29.9792,Turkey,81723.0
4842,Juchitan de Zaragoza,16.4333,-95.0194,Mexico,74825.0
4843,Buena Park,33.8572,-118.0046,United States,81788.0
4844,Saint-Maur-des-Fosses,48.7994,2.4997,France,74859.0
4845,Hakkari,37.5744,43.7408,Turkey,81424.0
4846,Somerville,42.3908,-71.1013,United States,81360.0
4847,Chalandri,38.0167,23.8,Greece,74192.0
4848,Bury,53.593,-2.298,United Kingdom,78723.0
4849,Tres Lagoas,-20.7876,-51.7034,Brazil,78712.0
4850,Jatai,-17.8794,-51.7217,Brazil,76547.0
4851,Gravesend,51.4415,0.3685,United Kingdom,74000.0
4852,Aviles,43.5561,-5.9222,Spain,78182.0
4853,Deerfield Beach,26.305,-80.1277,United States,81066.0
4854,Targoviste,44.9244,25.4572,Romania,79610.0
4855,Altamira,-3.1996,-52.21,Brazil,70888.0
4856,Galway,53.2729,-9.0418,Ireland,79504.0
4857,Natitingou,10.3204,1.39,Benin,80892.0
4858,Sao Joao del Rei,-21.13,-44.25,Brazil,78592.0
4859,Barreiro,38.6609,-9.0733,Portugal,78764.0
4860,Paysandu,-32.32,-58.0756,Uruguay,76429.0
4861,Cicero,41.8445,-87.7593,United States,80796.0
4862,Atakpame,7.53,1.12,Togo,80683.0
4863,Focsani,45.6997,27.1797,Romania,79315.0
4864,Palmerston North,-40.3549,175.6095,New Zealand,80300.0
4865,Iguatu,-6.3594,-39.2986,Brazil,70380.0
4866,Drancy,48.93,2.45,France,71318.0
4867,Adigrat,14.2667,39.45,Ethiopia,76400.0
