,city,lat,lng,country,population
514,Rui'an,27.778,120.6526,China,1424667.0
515,Birstall,52.6736,-1.12,United Kingdom,1424216.0
516,Muscat,23.6139,58.5922,Oman,1421409.0
517,Hebi,35.7497,114.2887,China,1419000.0
518,Jingling,30.6667,113.1667,China,1418913.0
519,Bronx,40.8501,-73.8662,United States,1418207.0
520,The Hague,52.08,4.27,Netherlands,1406000.0
521,Owerri,5.4833,7.0333,Nigeria,1401873.0
522,Sharjah,25.3575,55.3919,United Arab Emirates,1400000.0
523,Faridabad,28.4333,77.3167,India,1394000.0
524,Ulaanbaatar,47.9203,106.9172,Mongolia,1396288.0
525,Goiania,-16.6789,-49.2539,Brazil,1393575.0
526,Belem,-1.4558,-48.5039,Brazil,1393399.0
527,Kayseri,38.7333,35.4833,Turkey,1389680.0
528,Yueqing,28.1188,120.9621,China,1389332.0
529,Belgrade,44.8167,20.4667,Serbia,1378682.0
530,Pingdu,36.7833,119.9556,China,1378900.0
531,Aurangabad,19.88,75.32,India,1371330.0
532,Yutan,28.3147,112.554,China,1368117.0
533,Wenling,28.3797,121.3718,China,1366794.0
534,Islamabad,33.6989,73.0369,Pakistan,1365000.0
535,Milwaukee,43.0642,-87.9673,United States,1365787.0
536,Milan,45.4669,9.19,Italy,1351562.0
537,Sofia,42.6975,23.3241,Bulgaria,1355142.0
538,Adelaide,-34.9289,138.6011,Australia,1345777.0
539,Samsun,41.2867,36.33,Turkey,1335716.0
540,Rajkot,22.2969,70.7984,India,1335397.0
541,Khulna,22.8167,89.55,Bangladesh,1311100.0
542,Cordoba,-31.4167,-64.1833,Argentina,1329604.0
543,Guarulhos,-23.4667,-46.5333,Brazil,1324781.0
544,Juarez,31.7386,-106.487,Mexico,1321004.0
545,Prague,50.0833,14.4167,Czechia,1324277.0
546,Montevideo,-34.8667,-56.1667,Uruguay,1319108.0
547,Mbuji-Mayi,-6.1209,23.5967,Congo (Kinshasa),1295000.0
548,Fuqing,25.7232,119.3735,China,1316000.0
549,Xintai,35.91,117.78,China,1315942.0
550,Doha,25.3,51.5333,Qatar,1312947.0
551,Saitama,35.8617,139.6453,Japan,1307931.0
552,Hiroshima,34.3853,132.4553,Japan,1306589.0
553,Meerut,28.99,77.7,India,1305429.0
554,Yushu,44.8249,126.5451,China,1304436.0
555,Rongcheng,26.2312,104.0966,China,1302891.0
556,Yangquan,37.8576,113.5762,China,1300000.0
557,Haicheng,40.8523,122.7474,China,1293877.0
558,Gaozhou,21.9392,110.8461,China,1288665.0
559,Yingtan,28.2333,117.0,China,1288615.0
560,Huaiyin,33.58,119.03,China,1264000.0
561,Wuzhong,37.9874,106.1919,China,1284000.0
562,Jabalpur,23.1667,79.9333,India,1267564.0
563,Thane,19.18,72.9633,India,1261517.0
564,Zhangye,38.9355,100.4553,China,1270000.0
565,Rucheng,32.3852,120.5634,China,1267066.0
566,Nizhniy Novgorod,56.3269,44.0075,Russia,1264075.0
567,Comayaguela,14.0833,-87.2167,Honduras,1250000.0
568,Yangshe,31.8775,120.5512,China,1253100.0
569,Shaoyang,32.9387,119.8404,China,1253548.0
570,Dhanbad,23.7928,86.435,India,1246000.0
571,Yichun,47.7235,128.8893,China,1250000.0
572,Laiwu,36.1833,117.6667,China,1248636.0
573,Kazan,55.7908,49.1144,Russia,1243500.0
574,Dayan,26.8808,100.2208,China,1244769.0
575,Suwon,37.2858,127.01,"Korea, South",1234300.0
576,Jiangyin,31.9087,120.2653,China,1241045.0
577,Yongcheng,33.9317,116.4459,China,1240382.0
578,Calgary,51.05,-114.0667,Canada,1239220.0
579,Can Tho,10.0333,105.7833,Vietnam,1237300.0
580,Abuja,9.0556,7.4914,Nigeria,1235880.0
581,Yiwu,29.3081,120.0698,China,1234015.0
582,Mandalay,21.9769,96.0869,Burma,1225546.0
583,Beidao,34.6,105.92,China,1225000.0
584,Al Basrah,30.4889,47.81,Iraq,1225793.0
585,Shuangshui,26.5944,104.8333,China,1221000.0
586,Sevilla,37.3828,-5.9731,Spain,1212045.0
587,Vila Velha,3.2167,-51.2167,Brazil,1209091.0
588,Allahabad,25.455,81.84,India,1201000.0
589,Varanasi,25.3189,83.0128,India,1198491.0
590,Tunis,36.8008,10.18,Tunisia,1200000.0
591,Chelyabinsk,55.15,61.4,Russia,1202371.0
592,Mombasa,-4.05,39.6667,Kenya,1200000.0
593,Providence,41.823,-71.4187,United States,1203230.0
594,Qom,34.6461,50.8789,Iran,1201158.0
595,Maiduguri,11.8333,13.15,Nigeria,1197497.0
596,Maputo,-25.9153,32.5764,Mozambique,1191613.0
597,Rosario,-32.9575,-60.6394,Argentina,1193605.0
598,Benin City,6.3176,5.6145,Nigeria,1190000.0
599,Xinyu,27.795,114.9242,China,1186700.0
600,Ahvaz,31.3203,48.6692,Iran,1184788.0
601,Dublin,53.3425,-6.2658,Ireland,1173179.0
602,Jacksonville,30.3322,-81.6749,United States,1181496.0
603,Medina,24.4667,39.6,Saudi Arabia,1180770.0
604,Srinagar,34.0911,74.8061,India,1180570.0
605,Omsk,54.9667,73.3833,Russia,1178391.0
606,Huazhou,21.654,110.6294,China,1178809.0
607,Cilacap,-7.7167,109.017,Indonesia,1174964.0
608,Xiantao,30.3833,113.4,China,1175085.0
609,Bandar Lampung,-5.4294,105.2625,Indonesia,1166761.0
610,Samara,53.1833,50.1167,Russia,1169719.0
611,Guankou,28.1417,113.625,China,1168056.0
612,Ulsan,35.55,129.3167,"Korea, South",1166033.0
613,Dingzhou,38.5158,114.9845,China,1165182.0
614,Campinas,-22.9009,-47.0573,Brazil,1164098.0
615,Lianyuan,27.6961,111.6659,China,1162928.0
616,Rongcheng,29.8239,112.9019,China,1162770.0
617,Kaiyuan,36.0656,113.8153,China,1160000.0
618,Nay Pyi Taw,19.8028,96.1583,Burma,1160242.0
619,Dakar,14.7319,-17.4572,Senegal,1146053.0
620,Zhuji,29.7169,120.2314,China,1157938.0
621,Zapopan,20.7167,-103.4,Mexico,1155790.0
622,Leiyang,26.4179,112.8457,China,1151554.0
623,Dadukou,26.5849,101.7149,China,1144000.0
624,Quetta,30.192,67.007,Pakistan,1140000.0
625,Amritsar,31.6167,74.85,India,1132383.0
626,Callao,-12.0611,-77.1333,Peru,1129854.0
627,Aligarh,27.88,78.08,India,1131160.0
628,Yingchuan,34.1511,113.4733,China,1131896.0
629,Tegucigalpa,14.0942,-87.2067,Honduras,1126534.0
630,Ciudad Nezahualcoyotl,19.41,-99.03,Mexico,1109363.0
631,Tripoli,32.8752,13.1875,Libya,1126000.0
632,Rostov,47.2333,39.7167,Russia,1125299.0
633,Nezahualcoyotl,19.4,-98.9889,Mexico,1110565.0
634,Bhiwandi,19.3,73.0667,India,1125898.0
635,Zhoushan,30.0162,122.0988,China,1121261.0
636,Tbilisi,41.7225,44.7925,Georgia,1118035.0
637,Ufa,54.7333,55.9667,Russia,1115560.0
638,Fes,34.0433,-5.0033,Morocco,1112072.0
639,Bien Hoa,10.9575,106.8426,Vietnam,1104000.0
640,Mexicali,32.6633,-115.4678,Mexico,1102342.0
641,Gwalior,26.215,78.1931,India,1101981.0
642,Ankang,32.6877,109.0235,China,1100000.0
643,Ikare,7.5304,5.76,Nigeria,1099931.0
644,Hegang,47.3139,130.2775,China,1100000.0
645,Salt Lake City,40.7777,-111.9306,United States,1098526.0
646,Bhilai,21.2167,81.4333,India,1097000.0
647,Yuyao,30.0372,121.1546,China,1095000.0
648,N'Djamena,12.11,15.05,Chad,1092066.0
649,Hanchuan,30.652,113.8274,China,1092700.0
650,Gongzhuling,43.5036,124.8088,China,1092692.0
651,Copenhagen,55.6786,12.5635,Denmark,1085000.0
652,Irbid,32.5556,35.85,Jordan,1088100.0
653,Haora,22.59,88.31,India,1077075.0
654,Cologne,50.9422,6.9578,Germany,1085664.0
655,Krasnoyarsk,56.0167,92.8667,Russia,1083865.0
656,Yicheng,31.3697,119.8239,China,1082929.0
657,Mizhou,36.0,119.4167,China,1081960.0
658,Nashville,36.1715,-86.7843,United States,1081903.0
659,Yerevan,40.1814,44.5144,Armenia,1075800.0
660,Ranchi,23.3556,85.3347,India,1073440.0
661,Nur-Sultan,51.1333,71.4333,Kazakhstan,1078362.0
662,Nouakchott,18.0783,-15.9744,Mauritania,1077169.0
663,Vereeniging,-26.6736,27.9319,South Africa,1074000.0
664,Richmond,37.5295,-77.4756,United States,1075798.0
665,Sao Luis,-2.53,-44.3028,Brazil,1073893.0
666,San Pedro Sula,15.5,-88.0333,Honduras,1073824.0
667,Taixing,32.1724,120.0142,China,1073921.0
668,Memphis,35.1046,-89.9773,United States,1066967.0
669,Goyang,37.6564,126.835,"Korea, South",1061929.0
670,Bezwada,16.5167,80.6167,India,1048240.0
671,Edmonton,53.5344,-113.4903,Canada,1062643.0
672,Xishan,27.6609,113.4946,China,1060000.0
673,Barquisimeto,10.0678,-69.3467,Venezuela,1059092.0
674,Sendai,38.2683,140.8694,Japan,1058070.0
675,Voronezh,51.6717,39.2106,Russia,1047549.0
676,Perm,58.0139,56.2489,Russia,1048005.0
677,Changwon,35.2281,128.6811,"Korea, South",1046054.0
678,Zhongwei,37.5139,105.1884,China,1046000.0
679,Shouguang,36.8833,118.7333,China,1039205.0
680,Bogor,-6.6,106.8,Indonesia,1030720.0
681,Raleigh,35.8325,-78.6435,United States,1038738.0
682,Cartagena,10.4236,-75.5253,Colombia,1036412.0
683,Chandigarh,30.7353,76.7911,India,1026459.0
684,Bishkek,42.8667,74.5667,Kyrgyzstan,1027200.0
685,Amsterdam,52.35,4.9166,Netherlands,1031000.0
686,Matola,-25.9667,32.4667,Mozambique,1032197.0
687,Ogbomoso,8.1333,4.25,Nigeria,1032000.0
688,Ashgabat,37.95,58.3833,Turkmenistan,1031992.0
689,E'zhou,30.3972,114.8842,China,1031000.0
690,Maceio,-9.6658,-35.735,Brazil,1029129.0
691,Niamey,13.5086,2.1111,Niger,1026848.0
692,Managua,12.15,-86.2667,Nicaragua,1028808.0
693,Patam,1.0678,104.0167,Indonesia,1029808.0
694,Tekirdag,40.9833,27.5167,Turkey,1029927.0
695,Linhai,28.8523,121.1409,China,1028813.0
696,Shubra al Khaymah,30.1286,31.2422,Egypt,1025569.0
697,Monrovia,6.3106,-10.8047,Liberia,1021762.0
698,Wafangdian,39.6271,121.9972,China,1024876.0
699,Zhongxiang,31.169,112.5853,China,1022514.0
700,Shymkent,42.3,69.6,Kazakhstan,1018974.0
701,New Orleans,30.0687,-89.9288,United States,1020886.0
702,Volgograd,48.7,44.4833,Russia,1015586.0
703,Port-au-Prince,18.5425,-72.3386,Haiti,987310.0
704,Mysore,12.3086,76.6531,India,1014227.0
705,Odesa,46.4775,30.7326,Ukraine,1010783.0
706,Kathmandu,27.7167,85.3667,Nepal,975453.0
707,Raipur,21.2379,81.6337,India,1010087.0
708,Nice,43.7034,7.2663,France,1006402.0
709,Arequipa,-16.3988,-71.5369,Peru,1008290.0
710,Port Harcourt,4.75,7.0,Nigeria,1005904.0
711,Rotterdam,51.92,4.48,Netherlands,1005000.0
712,Louisville,38.1663,-85.6485,United States,1005654.0
713,Zaoyang,32.1287,112.7581,China,1004741.0
714,Shuizhai,33.4433,114.8994,China,1003698.0
715,Kota,25.18,75.83,India,1001694.0
716,Abu Dhabi,24.4781,54.3686,United Arab Emirates,1000000.0
717,Stockholm,59.3294,18.0686,Sweden,972647.0
718,Ottawa,45.4247,-75.695,Canada,989567.0
719,Asmara,15.3333,38.9167,Eritrea,963000.0
720,Freetown,8.4833,-13.2331,Sierra Leone,951000.0
721,Jerusalem,31.7833,35.2167,Israel,919438.0
722,Panama City,9.0,-79.5,Panama,880691.0
723,Lome,6.1319,1.2228,Togo,837437.0
724,Libreville,0.3901,9.4544,Gabon,797003.0
725,Zagreb,45.8,15.95,Croatia,790017.0
726,Dushanbe,38.5731,68.7864,Tajikistan,780000.0
727,Lilongwe,-13.9833,33.7833,Malawi,781538.0
728,Cotonou,6.4,2.52,Benin,762000.0
729,Vientiane,17.9667,102.6,Laos,760000.0
730,Colombo,6.9167,79.8333,Sri Lanka,752993.0
731,Kigali,-1.9536,30.0606,Rwanda,745261.0
732,Pretoria,-25.7464,28.1881,South Africa,741651.0
733,Bangui,4.3732,18.5628,Central African Republic,734350.0
734,Winnipeg,49.8844,-97.1464,Canada,705244.0
735,Quebec City,46.8139,-71.2081,Canada,705103.0
736,Riga,56.9475,24.1069,Latvia,698529.0
737,Oslo,59.9111,10.7528,Norway,693494.0
738,Chisinau,47.0056,28.8575,Moldova,685900.0
739,Athens,37.9794,23.7161,Greece,664046.0
740,Bujumbura,-3.3825,29.3611,Burundi,658859.0
741,Helsinki,60.1756,24.9342,Finland,642045.0
742,Skopje,41.9833,21.4333,Macedonia,640000.0
743,Kuwait City,29.375,47.98,Kuwait,637411.0
744,Kingston,17.9714,-76.7931,Jamaica,580000.0
745,Vilnius,54.6833,25.2833,Lithuania,574147.0
746,San Salvador,13.6989,-89.1914,El Salvador,567698.0
747,Djibouti,11.595,43.1481,Djibouti,562000.0
748,Lisbon,38.7452,-9.1604,Portugal,506654.0
749,Kitchener,43.4186,-80.4728,Canada,470015.0
750,Tallinn,59.4372,24.745,Estonia,434562.0
751,Cape Town,-33.925,18.425,South Africa,433688.0
752,Bratislava,48.1447,17.1128,Slovakia,429564.0
753,Tirana,41.33,19.82,Albania,418495.0
754,Canberra,-35.2931,149.1269,Australia,426704.0
755,Wellington,-41.2889,174.7772,New Zealand,418500.0
756,Beirut,33.8869,35.5131,Lebanon,361366.0
757,Dodoma,-6.25,35.75,Tanzania,410956.0
758,Halifax,44.6475,-63.5906,Canada,403131.0
759,Bissau,11.8592,-15.5956,Guinea-Bissau,395954.0
760,Juba,4.85,31.6,South Sudan,372410.0
761,Port Moresby,-9.4789,147.1494,Papua New Guinea,364125.0
762,Yamoussoukro,6.8161,-5.2742,Côte D’Ivoire,355573.0
763,Victoria,48.4283,-123.3647,Canada,335696.0
764,Maseru,-29.31,27.48,Lesotho,330790.0
765,Nicosia,35.1725,33.365,Cyprus,330000.0
766,Windhoek,-22.57,17.0836,Namibia,322500.0
767,Porto-Novo,6.4833,2.6167,Benin,300000.0
768,Sucre,-19.0431,-65.2592,Bolivia,300000.0
769,San Jose,9.9333,-84.0833,Costa Rica,288054.0
770,Ljubljana,46.05,14.5167,Slovenia,284355.0
771,Sarajevo,43.8667,18.4167,Bosnia And Herzegovina,275524.0
772,Nassau,25.0667,-77.3333,"Bahamas, The",274400.0
773,Bloemfontein,-29.1,26.2167,South Africa,256185.0
774,Gaborone,-24.6569,25.9086,Botswana,231626.0
775,Paramaribo,5.8667,-55.1667,Suriname,223757.0
776,Dili,-8.5586,125.5736,Timor-Leste,222323.0
777,Pristina,42.6667,21.1667,Kosovo,204725.0
778,Georgetown,6.7833,-58.1667,Guyana,200500.0
779,Malabo,3.7521,8.7737,Equatorial Guinea,187302.0
780,Brussels,50.8467,4.3517,Belgium,185103.0
781,Male,4.175,73.5083,Maldives,133019.0
782,Podgorica,42.4397,19.2661,Montenegro,174515.0
783,Manama,26.2167,50.5831,Bahrain,157474.0
784,Port Louis,-20.1667,57.5,Mauritius,149194.0
785,New Delhi,28.7,77.2,India,142004.0
786,Bern,46.948,7.4474,Switzerland,133798.0
787,Reykjavik,64.1475,-21.935,Iceland,128793.0
788,Praia,14.9177,-23.5092,Cabo Verde,127832.0
789,Luxembourg,49.6106,6.1328,Luxembourg,122273.0
790,Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,115826.0
791,Bridgetown,13.0975,-59.6167,Barbados,110000.0
792,Moroni,-11.7036,43.2536,Comoros,111329.0
793,Thimphu,27.4833,89.6333,Bhutan,104000.0
794,Mbabane,-26.3167,31.1333,Swaziland,90138.0
795,Honiara,-9.4333,159.95,Solomon Islands,84520.0
796,Suva,-18.1333,178.4333,Fiji,88271.0
797,Castries,14.0167,-60.9833,Saint Lucia,70000.0
798,Sao Tome,0.3333,6.7333,Sao Tome And Principe,56166.0
799,Port-Vila,-17.75,168.3,Vanuatu,51437.0
800,Bandar Seri Begawan,4.9167,114.9167,Brunei,50000.0
801,Monaco,43.7396,7.4069,Monaco,36371.0
802,Gitega,-3.4264,29.9306,Burundi,41944.0
803,Port of Spain,10.6667,-61.5167,Trinidad And Tobago,37074.0
804,Apia,-13.8333,-171.8333,Samoa,37708.0
805,Vaduz,47.1415,9.5215,Liechtenstein,36281.0
806,Banjul,13.4531,-16.5775,"Gambia, The",31356.0
807,Tarawa,1.3382,173.0176,Kiribati,28802.0
808,Victoria,-4.6236,55.4544,Seychelles,26450.0
809,Majuro,7.1167,171.3667,Marshall Islands,25400.0
810,Kingstown,13.1667,-61.2333,Saint Vincent And The Grenadines,25418.0
811,Nuku`alofa,-21.1347,-175.2083,Tonga,24571.0
812,Saint John's,17.1211,-61.8447,Antigua And Barbuda,21926.0
813,Andorra la Vella,42.5,1.5,Andorra,22151.0
814,Belmopan,17.25,-88.7675,Belize,17222.0
815,Roseau,15.3,-61.3833,Dominica,16582.0
816,Basseterre,17.2983,-62.7342,Saint Kitts And Nevis,13220.0
817,Pago Pago,-14.274,-170.7046,American Samoa,12576.0
818,Valletta,35.8978,14.5125,Malta,6444.0
819,Palikir,6.9178,158.185,"Micronesia, Federated States Of",6227.0
820,Funafuti,-8.5167,179.2167,Tuvalu,6025.0
821,Lobamba,-26.4167,31.1667,Swaziland,5800.0
822,Saint George's,12.0444,-61.7417,Grenada,4315.0
823,San Marino,43.932,12.4484,San Marino,4040.0
824,Al Quds,31.7764,35.2269,West Bank,
825,Capitol Hill,15.2137,145.7546,Northern Mariana Islands,2500.0
826,Hagta,13.4745,144.7504,Guam,1051.0
827,Ngerulmud,7.5006,134.6242,Palau,
828,Bareilly,28.364,79.415,India,1000000.0
829,Quang Ha,16.06,108.25,Vietnam,1000000.0
830,Kitaku,33.8704,130.82,Japan,997536.0
831,Jodhpur,26.2918,73.0168,India,995000.0
832,Xingcheng,24.1681,115.6669,China,993000.0
833,Dongtai,32.8534,120.3037,China,990306.0
834,Joinvile,-26.32,-48.8399,Brazil,988000.0
835,Yingcheng,24.1876,113.4042,China,986400.0
836,Dnipro,48.45,34.9833,Ukraine,983836.0
837,Glasgow,55.8609,-4.2514,United Kingdom,985290.0
838,Chiba,35.6,140.1,Japan,980203.0
839,Danyang,31.9948,119.575,China,980662.0
840,Natal,-6.9838,-60.2699,Brazil,980588.0
841,Naples,40.8333,14.25,Italy,972212.0
842,Zhaodong,46.0635,125.9773,China,980000.0
843,Xibeijie,39.737,98.5049,China,977600.0
844,Kirkuk,35.4667,44.4,Iraq,975000.0
845,Huilong,31.8131,121.6574,China,972525.0
846,Tongjin,37.2361,127.2011,"Korea, South",971327.0
847,Oklahoma City,35.4676,-97.5136,United States,972943.0
848,Toulouse,43.6045,1.444,France,968638.0
849,Denizli,37.7731,29.0878,Turkey,963464.0
850,Dispur,26.15,91.77,India,957352.0
851,Coimbatore,11.0,76.9667,India,959823.0
852,Luocheng,22.7645,111.5745,China,959006.0
853,Guwahati,26.1667,91.7667,India,957352.0
854,Shima,24.4475,117.8118,China,956400.0
855,Songnam,37.4386,127.1378,"Korea, South",948757.0
856,Solapur,17.6833,75.9167,India,951558.0
857,Tangier,35.7847,-5.8125,Morocco,947952.0
858,Anqiu,36.3619,119.1072,China,947723.0
859,Feicheng,36.186,116.772,China,946627.0
860,Taishan,22.2486,112.785,China,941095.0
861,Meishan,34.1736,112.839,China,936000.0
862,Kisangani,0.5153,25.1911,Congo (Kinshasa),935977.0
863,Khartoum North,15.6333,32.6333,Sudan,936349.0
864,Aguascalientes,21.876,-102.296,Mexico,934424.0
865,Marrakech,31.6295,-7.9811,Morocco,928850.0
866,Nada,19.5,109.5833,China,932356.0
867,Donetsk,48.0089,37.8042,Ukraine,929063.0
868,Taihecun,45.768,131.0063,China,930000.0
869,Wuchuan,21.4571,110.7659,China,927275.0
870,Trujillo,-8.1119,-79.0289,Peru,919899.0
871,Cebu City,10.3,123.9,Philippines,922611.0
872,Taihe,30.8706,105.3784,China,924531.0
873,Olinda,-8.0,-34.85,Brazil,921840.0
874,Bridgeport,41.1918,-73.1953,United States,924449.0
875,Trichinopoly,10.8269,78.6928,India,916857.0
876,Xin'an,34.3662,118.3369,China,920628.0
877,Padang,-0.9556,100.3606,Indonesia,914970.0
878,Qingzhou,36.6967,118.4797,China,914047.0
879,Buffalo,42.9016,-78.8487,United States,914341.0
880,Xinyi,22.3559,110.9369,China,913708.0
881,Lichuan,30.2965,108.9378,China,913700.0
882,Daye,30.1003,114.9699,China,909724.0
883,Fort Worth,32.7811,-97.3473,United States,909585.0
884,Zhuanghe,39.6896,122.9664,China,905852.0
885,Hartford,41.7661,-72.6834,United States,905152.0
886,Ad Dammam,26.4333,50.1,Saudi Arabia,903312.0
887,Bucheon,37.4989,126.7831,"Korea, South",867678.0
888,Lhasa,29.65,91.1,China,902500.0
889,Homs,34.7333,36.7167,Syria,900492.0
890,Jiaozhou,36.2481,119.9625,China,900500.0
891,Merida,20.97,-89.62,Mexico,892363.0
892,Dengtalu,36.08,114.35,China,887000.0
893,Zaria,11.0667,7.7,Nigeria,889000.0
894,Hubli,15.36,75.125,India,890000.0
895,Abeokuta,7.15,3.35,Nigeria,888924.0
896,Tucson,32.1545,-110.8782,United States,888486.0
897,Krasnodar,45.0333,38.9833,Russia,881476.0
898,Natal,-5.795,-35.2089,Brazil,877662.0
899,Novo Hamburgo,-29.7096,-51.14,Brazil,876990.0
900,Chihuahua,28.6353,-106.0889,Mexico,878062.0
901,Klang,3.0333,101.45,Malaysia,878000.0
902,Turin,45.0667,7.7,Italy,870952.0
903,Jos,9.9333,8.8833,Nigeria,873943.0
904,Laiyang,36.9758,120.7136,China,874127.0
905,Jalandhar,31.3256,75.5792,India,873725.0
906,Campo Grande,-20.4686,-54.6222,Brazil,874210.0
907,Sale,34.05,-6.8167,Morocco,850403.0
908,Barinas,8.6333,-70.2167,Venezuela,873962.0
909,Marseille,43.2964,5.37,France,870018.0
910,Kaifeng Chengguanzhen,34.85,114.35,China,872000.0
911,Eskisehir,39.7767,30.5206,Turkey,871187.0
912,Gaomi,36.3833,119.75,China,868715.0
913,Ipoh,4.6,101.07,Malaysia,866772.0
914,Hai'an,32.532,120.4604,China,866337.0
915,Liverpool,53.4,-2.9833,United Kingdom,864122.0
916,Zamboanga City,6.9167,122.0833,Philippines,861799.0
917,Oran,35.6969,-0.6331,Algeria,852000.0
918,Southampton,50.9,-1.4,United Kingdom,855569.0
919,Weichanglu,37.1792,119.9333,China,859424.0
920,Pekanbaru,0.5333,101.45,Indonesia,855221.0
921,Portsmouth,50.8058,-1.0872,United Kingdom,855679.0
922,Leping,28.9632,117.1203,China,852800.0
923,Erbil,36.1911,44.0094,Iraq,852500.0
924,Kermanshah,34.3167,47.0686,Iran,851405.0
925,Hailun,47.4585,126.9632,China,850000.0
926,Yangchun,22.1667,111.7833,China,849504.0
927,Macheng,31.1817,115.0189,China,849090.0
928,Ilorin,8.5,4.55,Nigeria,847582.0
929,Teresina,-5.0949,-42.8042,Brazil,847430.0
930,Omaha,41.2627,-96.0522,United States,847819.0
931,Yuci,37.6804,112.73,China,840000.0
932,Saratov,51.5333,46.0,Russia,845300.0
933,Iguacu,-22.74,-43.47,Brazil,844583.0
934,El Paso,31.8479,-106.4309,United States,843386.0
935,Denpasar,-8.6667,115.2167,Indonesia,834881.0
936,Dehui,44.5323,125.6965,China,839786.0
937,Naucalpan de Juarez,19.4753,-99.2378,Mexico,833779.0
938,Bhubaneshwar,20.2644,85.8281,India,837737.0
939,Tongchuan,34.9057,108.9422,China,835600.0
940,Cheongju,36.6372,127.4897,"Korea, South",833276.0
941,Warri,5.5167,5.75,Nigeria,830106.0
942,Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),829134.0
943,Rongjiawan,29.3801,113.1,China,826000.0
944,San Luis Potosi,22.1511,-100.9761,Mexico,824229.0
945,Butterworth,5.3942,100.3664,Malaysia,821652.0
946,Bhayandar,19.3,72.85,India,814655.0
947,Renqiu,38.7094,116.1008,China,822455.0
948,Toluca,19.2925,-99.6569,Mexico,819561.0
949,Honolulu,21.3294,-157.846,United States,820987.0
950,Queretaro,20.5875,-100.3928,Mexico,804663.0
951,Xindi,29.8182,113.4653,China,819446.0
952,Wu'an,36.6941,114.1847,China,819000.0
953,Sao Bernardo do Campo,-23.6939,-46.565,Brazil,816925.0
954,Hermosillo,29.0989,-110.9542,Mexico,812229.0
